ID,Yas,Cinsiyet,Egitim,Medeni_Durum,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,KA1,KA2,KA3,KA4,KA5,KA6,KA7,KA8,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8
497,21.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0
498,18.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
499,34.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,,3.0,3.0,2.0
500,18.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
501,27.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
502,28.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0
503,21.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0
504,39.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,3.0,4.0,2.0
505,38.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,2.0,3.0,2.0,,3.0,2.0,
506,33.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0
507,38.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0
508,29.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0
509,29.0,1.0,2.0,,4.0,,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0
510,32.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
511,32.0,1.0,5.0,2.0,3.0,3.0,,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0
512,24.0,,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0
513,25.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
514,44.0,1.0,3.0,1.0,2.0,,2.0,2.0,4.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0
515,36.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0
516,18.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0
517,34.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0
518,35.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0
519,40.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,,3.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0
520,29.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0
521,20.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,,2.0,2.0,3.0,2.0,,4.0,3.0,2.0
522,18.0,1.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
523,31.0,1.0,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0
524,27.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0
525,34.0,2.0,4.0,1.0,,4.0,4.0,3.0,3.0,3.0,3.0,,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
526,28.0,2.0,4.0,1.0,,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0
527,35.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0
528,27.0,2.0,5.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0
529,31.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,,2.0,,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0
530,26.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0
531,26.0,1.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0
532,23.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0
533,18.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,,3.0,4.0,3.0
534,31.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0
535,30.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
536,32.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0
537,18.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0
538,31.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
539,20.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0
540,20.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0
541,21.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0
542,27.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0
543,18.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0
544,34.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
545,26.0,1.0,2.0,,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,,3.0
546,28.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
547,29.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
548,28.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0
549,31.0,1.0,,1.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
550,25.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0
551,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,,5.0,4.0,4.0,3.0,3.0,3.0,3.0,,3.0
552,18.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0
553,18.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
554,32.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,1.0
555,28.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0
556,29.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
557,27.0,1.0,3.0,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0
558,22.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
559,34.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,
560,28.0,1.0,5.0,,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,,4.0,2.0,3.0,4.0
561,18.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,,3.0
562,33.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
563,43.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0
564,23.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0
565,33.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0
566,32.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0
567,26.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
568,37.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0
569,22.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,,4.0
570,39.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0
571,18.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
572,32.0,1.0,4.0,,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
573,36.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
574,27.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,,4.0,4.0,,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0
575,30.0,,3.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,2.0
576,18.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,,3.0,4.0,3.0,3.0
577,37.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
578,33.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
579,36.0,,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
580,36.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0
581,18.0,2.0,5.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,,3.0,4.0,3.0,3.0,4.0,
582,29.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0
583,20.0,1.0,4.0,2.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0
584,39.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
585,37.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0
586,31.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0
587,18.0,3.0,4.0,2.0,3.0,3.0,,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0
588,39.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0
589,36.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0
590,18.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,2.0,4.0,5.0,,5.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0
591,18.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0
592,48.0,1.0,2.0,3.0,4.0,4.0,,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0
593,18.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,4.0
594,25.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0
595,18.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
596,32.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0
597,36.0,1.0,3.0,,4.0,4.0,4.0,4.0,2.0,3.0,,3.0,3.0,2.0,2.0,2.0,3.0,,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
598,19.0,2.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0
599,,1.0,5.0,1.0,5.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0
600,18.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0
601,18.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
602,26.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,
603,39.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0
604,27.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0
605,25.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0
606,30.0,2.0,4.0,,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
607,39.0,2.0,,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0
608,34.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0
609,22.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0
610,42.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
611,22.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0
612,38.0,2.0,5.0,1.0,3.0,4.0,,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,,3.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0
613,29.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
614,23.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
615,37.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0
616,27.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
617,26.0,1.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0
618,38.0,2.0,,2.0,4.0,3.0,,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,,4.0,2.0,3.0,2.0,4.0,4.0,,3.0
619,25.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
620,31.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,,,4.0,2.0,4.0,3.0,2.0,3.0,4.0
